ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:46:07-03:00,14,2,163840,160K,q8_0,turbo4,0, 66, 24564, 61, 49.38
2026-05-09T23:46:12-03:00,14,2,163840,160K,q8_0,turbo4,11, 16432, 24564, 60, 77.00
2026-05-09T23:46:18-03:00,14,2,163840,160K,q8_0,turbo4,100, 21302, 24564, 74, 449.31
2026-05-09T23:46:23-03:00,14,2,163840,160K,q8_0,turbo4,100, 21356, 24564, 75, 448.91
2026-05-09T23:46:28-03:00,14,2,163840,160K,q8_0,turbo4,100, 21404, 24564, 75, 448.47
2026-05-09T23:46:34-03:00,14,2,163840,160K,q8_0,turbo4,100, 21448, 24564, 76, 448.78
2026-05-09T23:46:39-03:00,14,2,163840,160K,q8_0,turbo4,100, 21488, 24564, 77, 449.47
2026-05-09T23:46:44-03:00,14,2,163840,160K,q8_0,turbo4,100, 21526, 24564, 77, 449.00
2026-05-09T23:46:49-03:00,14,2,163840,160K,q8_0,turbo4,100, 21562, 24564, 77, 448.29
2026-05-09T23:46:55-03:00,14,2,163840,160K,q8_0,turbo4,100, 21598, 24564, 77, 450.62
2026-05-09T23:47:00-03:00,14,2,163840,160K,q8_0,turbo4,100, 21630, 24564, 77, 446.75
2026-05-09T23:47:05-03:00,14,2,163840,160K,q8_0,turbo4,100, 21662, 24564, 77, 448.27
2026-05-09T23:47:10-03:00,14,2,163840,160K,q8_0,turbo4,100, 21692, 24564, 78, 450.01
2026-05-09T23:47:16-03:00,14,2,163840,160K,q8_0,turbo4,100, 21722, 24564, 77, 448.28
2026-05-09T23:47:21-03:00,14,2,163840,160K,q8_0,turbo4,100, 21750, 24564, 75, 446.87
2026-05-09T23:47:26-03:00,14,2,163840,160K,q8_0,turbo4,100, 21776, 24564, 77, 446.57
2026-05-09T23:47:31-03:00,14,2,163840,160K,q8_0,turbo4,100, 21804, 24564, 74, 447.36
2026-05-09T23:47:37-03:00,14,2,163840,160K,q8_0,turbo4,100, 21830, 24564, 77, 450.54
2026-05-09T23:47:42-03:00,14,2,163840,160K,q8_0,turbo4,100, 21854, 24564, 77, 451.05
2026-05-09T23:47:47-03:00,14,2,163840,160K,q8_0,turbo4,100, 21878, 24564, 78, 443.43
2026-05-09T23:47:52-03:00,14,2,163840,160K,q8_0,turbo4,100, 21900, 24564, 78, 448.79
