ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:59:44-03:00,19,3,131072,128K,q8_0,q8_0,0, 66, 24564, 60, 48.97
2026-05-09T23:59:49-03:00,19,3,131072,128K,q8_0,q8_0,11, 16432, 24564, 59, 75.45
2026-05-09T23:59:54-03:00,19,3,131072,128K,q8_0,q8_0,100, 21538, 24564, 75, 449.67
2026-05-10T00:00:00-03:00,19,3,131072,128K,q8_0,q8_0,100, 21592, 24564, 76, 448.61
2026-05-10T00:00:05-03:00,19,3,131072,128K,q8_0,q8_0,100, 21640, 24564, 76, 448.42
2026-05-10T00:00:10-03:00,19,3,131072,128K,q8_0,q8_0,100, 21684, 24564, 76, 449.41
2026-05-10T00:00:15-03:00,19,3,131072,128K,q8_0,q8_0,100, 21724, 24564, 77, 446.51
2026-05-10T00:00:21-03:00,19,3,131072,128K,q8_0,q8_0,100, 21762, 24564, 77, 447.81
2026-05-10T00:00:26-03:00,19,3,131072,128K,q8_0,q8_0,99, 21798, 24564, 76, 446.52
2026-05-10T00:00:31-03:00,19,3,131072,128K,q8_0,q8_0,100, 21834, 24564, 77, 448.21
2026-05-10T00:00:37-03:00,19,3,131072,128K,q8_0,q8_0,100, 21866, 24564, 77, 447.31
2026-05-10T00:00:42-03:00,19,3,131072,128K,q8_0,q8_0,100, 21898, 24564, 77, 448.93
2026-05-10T00:00:47-03:00,19,3,131072,128K,q8_0,q8_0,100, 21928, 24564, 74, 446.42
2026-05-10T00:00:52-03:00,19,3,131072,128K,q8_0,q8_0,100, 21956, 24564, 77, 446.29
2026-05-10T00:00:58-03:00,19,3,131072,128K,q8_0,q8_0,100, 21986, 24564, 77, 445.25
2026-05-10T00:01:03-03:00,19,3,131072,128K,q8_0,q8_0,74, 21484, 24564, 70, 108.76
