ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:44:16-03:00,13,2,163840,160K,q8_0,q8_0,0, 66, 24564, 61, 49.75
2026-05-09T23:44:21-03:00,13,2,163840,160K,q8_0,q8_0,11, 16432, 24564, 60, 76.69
2026-05-09T23:44:26-03:00,13,2,163840,160K,q8_0,q8_0,100, 22666, 24564, 74, 449.60
2026-05-09T23:44:32-03:00,13,2,163840,160K,q8_0,q8_0,100, 22718, 24564, 75, 448.96
2026-05-09T23:44:37-03:00,13,2,163840,160K,q8_0,q8_0,100, 22766, 24564, 75, 449.57
2026-05-09T23:44:42-03:00,13,2,163840,160K,q8_0,q8_0,100, 22812, 24564, 76, 446.61
2026-05-09T23:44:47-03:00,13,2,163840,160K,q8_0,q8_0,100, 22852, 24564, 76, 447.97
2026-05-09T23:44:53-03:00,13,2,163840,160K,q8_0,q8_0,100, 22890, 24564, 76, 447.62
2026-05-09T23:44:58-03:00,13,2,163840,160K,q8_0,q8_0,100, 22926, 24564, 77, 448.40
2026-05-09T23:45:03-03:00,13,2,163840,160K,q8_0,q8_0,100, 22962, 24564, 77, 446.13
2026-05-09T23:45:09-03:00,13,2,163840,160K,q8_0,q8_0,100, 22994, 24564, 77, 447.48
2026-05-09T23:45:14-03:00,13,2,163840,160K,q8_0,q8_0,100, 23026, 24564, 77, 449.57
2026-05-09T23:45:19-03:00,13,2,163840,160K,q8_0,q8_0,99, 23056, 24564, 78, 448.62
2026-05-09T23:45:24-03:00,13,2,163840,160K,q8_0,q8_0,100, 23086, 24564, 78, 448.24
2026-05-09T23:45:30-03:00,13,2,163840,160K,q8_0,q8_0,100, 23114, 24564, 77, 450.91
2026-05-09T23:45:35-03:00,13,2,163840,160K,q8_0,q8_0,100, 23140, 24564, 77, 443.65
2026-05-09T23:45:40-03:00,13,2,163840,160K,q8_0,q8_0,100, 23168, 24564, 77, 448.82
2026-05-09T23:45:45-03:00,13,2,163840,160K,q8_0,q8_0,100, 23194, 24564, 78, 445.13
2026-05-09T23:45:51-03:00,13,2,163840,160K,q8_0,q8_0,100, 23218, 24564, 78, 447.04
2026-05-09T23:45:56-03:00,13,2,163840,160K,q8_0,q8_0,99, 23244, 24564, 77, 446.71
2026-05-09T23:46:01-03:00,13,2,163840,160K,q8_0,q8_0,0, 23262, 24564, 65, 209.96
