ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:24:33-03:00,4,1,163840,160K,q8_0,q8_0,0, 66, 24564, 59, 48.65
2026-05-09T23:24:38-03:00,4,1,163840,160K,q8_0,q8_0,11, 16432, 24564, 58, 75.95
2026-05-09T23:24:43-03:00,4,1,163840,160K,q8_0,q8_0,99, 22662, 24564, 73, 449.70
2026-05-09T23:24:49-03:00,4,1,163840,160K,q8_0,q8_0,100, 22716, 24564, 74, 449.30
2026-05-09T23:24:54-03:00,4,1,163840,160K,q8_0,q8_0,100, 22764, 24564, 73, 448.54
2026-05-09T23:24:59-03:00,4,1,163840,160K,q8_0,q8_0,100, 22808, 24564, 75, 447.94
2026-05-09T23:25:04-03:00,4,1,163840,160K,q8_0,q8_0,99, 22850, 24564, 75, 447.29
2026-05-09T23:25:10-03:00,4,1,163840,160K,q8_0,q8_0,100, 22888, 24564, 76, 448.00
2026-05-09T23:25:15-03:00,4,1,163840,160K,q8_0,q8_0,100, 22924, 24564, 76, 447.84
2026-05-09T23:25:20-03:00,4,1,163840,160K,q8_0,q8_0,100, 22960, 24564, 76, 448.12
2026-05-09T23:25:25-03:00,4,1,163840,160K,q8_0,q8_0,100, 22992, 24564, 76, 446.75
2026-05-09T23:25:31-03:00,4,1,163840,160K,q8_0,q8_0,100, 23024, 24564, 76, 449.98
2026-05-09T23:25:36-03:00,4,1,163840,160K,q8_0,q8_0,100, 23054, 24564, 77, 449.08
2026-05-09T23:25:41-03:00,4,1,163840,160K,q8_0,q8_0,100, 23084, 24564, 76, 447.52
2026-05-09T23:25:47-03:00,4,1,163840,160K,q8_0,q8_0,100, 23112, 24564, 76, 446.94
2026-05-09T23:25:52-03:00,4,1,163840,160K,q8_0,q8_0,100, 23140, 24564, 75, 443.60
2026-05-09T23:25:57-03:00,4,1,163840,160K,q8_0,q8_0,100, 23166, 24564, 71, 447.14
2026-05-09T23:26:02-03:00,4,1,163840,160K,q8_0,q8_0,100, 23192, 24564, 77, 445.95
2026-05-09T23:26:08-03:00,4,1,163840,160K,q8_0,q8_0,100, 23218, 24564, 76, 449.30
2026-05-09T23:26:13-03:00,4,1,163840,160K,q8_0,q8_0,100, 23242, 24564, 77, 444.55
2026-05-09T23:26:18-03:00,4,1,163840,160K,q8_0,q8_0,0, 23262, 24564, 65, 298.07
