ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:02:34-03:00,21,3,131072,128K,turbo4,turbo4,0, 66, 24564, 61, 49.18
2026-05-10T00:02:39-03:00,21,3,131072,128K,turbo4,turbo4,11, 16432, 24564, 60, 76.50
2026-05-10T00:02:45-03:00,21,3,131072,128K,turbo4,turbo4,100, 20444, 24564, 74, 447.74
2026-05-10T00:02:50-03:00,21,3,131072,128K,turbo4,turbo4,100, 20496, 24564, 76, 449.39
2026-05-10T00:02:55-03:00,21,3,131072,128K,turbo4,turbo4,100, 20544, 24564, 76, 448.51
2026-05-10T00:03:00-03:00,21,3,131072,128K,turbo4,turbo4,100, 20588, 24564, 77, 448.36
2026-05-10T00:03:06-03:00,21,3,131072,128K,turbo4,turbo4,99, 20630, 24564, 76, 447.82
2026-05-10T00:03:11-03:00,21,3,131072,128K,turbo4,turbo4,100, 20668, 24564, 77, 448.12
2026-05-10T00:03:16-03:00,21,3,131072,128K,turbo4,turbo4,100, 20704, 24564, 77, 447.95
2026-05-10T00:03:21-03:00,21,3,131072,128K,turbo4,turbo4,100, 20738, 24564, 77, 450.84
2026-05-10T00:03:27-03:00,21,3,131072,128K,turbo4,turbo4,100, 20772, 24564, 77, 447.47
2026-05-10T00:03:32-03:00,21,3,131072,128K,turbo4,turbo4,100, 20804, 24564, 78, 448.07
2026-05-10T00:03:37-03:00,21,3,131072,128K,turbo4,turbo4,100, 20834, 24564, 78, 447.96
2026-05-10T00:03:42-03:00,21,3,131072,128K,turbo4,turbo4,100, 20862, 24564, 78, 448.43
2026-05-10T00:03:48-03:00,21,3,131072,128K,turbo4,turbo4,100, 20890, 24564, 78, 447.50
2026-05-10T00:03:53-03:00,21,3,131072,128K,turbo4,turbo4,0, 20914, 24564, 66, 373.71
