ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:35:15-03:00,8,1,196608,192K,q8_0,turbo4,0, 66, 24564, 48, 22.46
2026-05-09T23:35:20-03:00,8,1,196608,192K,q8_0,turbo4,11, 16432, 24564, 49, 67.64
2026-05-09T23:35:25-03:00,8,1,196608,192K,q8_0,turbo4,99, 22212, 24564, 67, 449.27
2026-05-09T23:35:31-03:00,8,1,196608,192K,q8_0,turbo4,100, 22266, 24564, 68, 448.39
2026-05-09T23:35:36-03:00,8,1,196608,192K,q8_0,turbo4,100, 22314, 24564, 69, 448.20
2026-05-09T23:35:41-03:00,8,1,196608,192K,q8_0,turbo4,100, 22358, 24564, 70, 449.57
2026-05-09T23:35:46-03:00,8,1,196608,192K,q8_0,turbo4,99, 22400, 24564, 68, 449.32
2026-05-09T23:35:52-03:00,8,1,196608,192K,q8_0,turbo4,100, 22438, 24564, 71, 448.22
2026-05-09T23:35:57-03:00,8,1,196608,192K,q8_0,turbo4,100, 22476, 24564, 71, 450.60
2026-05-09T23:36:02-03:00,8,1,196608,192K,q8_0,turbo4,99, 22510, 24564, 71, 447.79
2026-05-09T23:36:07-03:00,8,1,196608,192K,q8_0,turbo4,100, 22542, 24564, 73, 449.84
2026-05-09T23:36:13-03:00,8,1,196608,192K,q8_0,turbo4,100, 22574, 24564, 74, 448.56
2026-05-09T23:36:18-03:00,8,1,196608,192K,q8_0,turbo4,100, 22604, 24564, 74, 447.11
2026-05-09T23:36:23-03:00,8,1,196608,192K,q8_0,turbo4,100, 22634, 24564, 75, 446.93
2026-05-09T23:36:29-03:00,8,1,196608,192K,q8_0,turbo4,100, 22662, 24564, 74, 448.33
2026-05-09T23:36:34-03:00,8,1,196608,192K,q8_0,turbo4,100, 22690, 24564, 75, 447.16
2026-05-09T23:36:39-03:00,8,1,196608,192K,q8_0,turbo4,100, 22716, 24564, 75, 446.63
2026-05-09T23:36:44-03:00,8,1,196608,192K,q8_0,turbo4,100, 22742, 24564, 75, 451.33
2026-05-09T23:36:50-03:00,8,1,196608,192K,q8_0,turbo4,100, 22768, 24564, 72, 448.89
2026-05-09T23:36:55-03:00,8,1,196608,192K,q8_0,turbo4,100, 22792, 24564, 75, 447.36
2026-05-09T23:37:00-03:00,8,1,196608,192K,q8_0,turbo4,100, 22816, 24564, 76, 445.95
2026-05-09T23:37:05-03:00,8,1,196608,192K,q8_0,turbo4,100, 22840, 24564, 76, 445.43
2026-05-09T23:37:11-03:00,8,1,196608,192K,q8_0,turbo4,100, 22862, 24564, 76, 443.57
2026-05-09T23:37:16-03:00,8,1,196608,192K,q8_0,turbo4,100, 22886, 24564, 76, 442.87
2026-05-09T23:37:21-03:00,8,1,196608,192K,q8_0,turbo4,100, 22908, 24564, 77, 450.90
2026-05-09T23:37:26-03:00,8,1,196608,192K,q8_0,turbo4,100, 22928, 24564, 76, 448.98
2026-05-09T23:37:32-03:00,8,1,196608,192K,q8_0,turbo4,74, 22180, 24564, 71, 146.07
