ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:28:15-03:00,6,1,163840,160K,turbo4,turbo4,0, 66, 24564, 61, 73.21
2026-05-09T23:28:21-03:00,6,1,163840,160K,turbo4,turbo4,11, 16432, 24564, 60, 76.96
2026-05-09T23:28:26-03:00,6,1,163840,160K,turbo4,turbo4,100, 21306, 24564, 75, 449.49
2026-05-09T23:28:31-03:00,6,1,163840,160K,turbo4,turbo4,100, 21358, 24564, 75, 448.31
2026-05-09T23:28:36-03:00,6,1,163840,160K,turbo4,turbo4,99, 21406, 24564, 76, 448.41
2026-05-09T23:28:42-03:00,6,1,163840,160K,turbo4,turbo4,99, 21450, 24564, 76, 448.39
2026-05-09T23:28:47-03:00,6,1,163840,160K,turbo4,turbo4,100, 21490, 24564, 76, 446.62
2026-05-09T23:28:52-03:00,6,1,163840,160K,turbo4,turbo4,100, 21528, 24564, 77, 448.47
2026-05-09T23:28:58-03:00,6,1,163840,160K,turbo4,turbo4,100, 21566, 24564, 76, 448.18
2026-05-09T23:29:03-03:00,6,1,163840,160K,turbo4,turbo4,100, 21600, 24564, 77, 451.26
2026-05-09T23:29:08-03:00,6,1,163840,160K,turbo4,turbo4,100, 21632, 24564, 77, 448.28
2026-05-09T23:29:13-03:00,6,1,163840,160K,turbo4,turbo4,99, 21664, 24564, 77, 448.93
2026-05-09T23:29:19-03:00,6,1,163840,160K,turbo4,turbo4,100, 21694, 24564, 77, 447.30
2026-05-09T23:29:24-03:00,6,1,163840,160K,turbo4,turbo4,100, 21724, 24564, 77, 448.17
2026-05-09T23:29:29-03:00,6,1,163840,160K,turbo4,turbo4,100, 21752, 24564, 77, 448.50
2026-05-09T23:29:34-03:00,6,1,163840,160K,turbo4,turbo4,100, 21778, 24564, 77, 445.24
2026-05-09T23:29:40-03:00,6,1,163840,160K,turbo4,turbo4,100, 21804, 24564, 77, 446.02
2026-05-09T23:29:45-03:00,6,1,163840,160K,turbo4,turbo4,100, 21830, 24564, 78, 449.85
2026-05-09T23:29:50-03:00,6,1,163840,160K,turbo4,turbo4,100, 21856, 24564, 78, 450.13
2026-05-09T23:29:55-03:00,6,1,163840,160K,turbo4,turbo4,100, 21880, 24564, 78, 449.86
2026-05-09T23:30:01-03:00,6,1,163840,160K,turbo4,turbo4,0, 21900, 24564, 66, 311.82
