ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:21:43-03:00,2,1,131072,128K,q8_0,turbo4,0, 66, 24564, 55, 43.61
2026-05-09T23:21:48-03:00,2,1,131072,128K,q8_0,turbo4,11, 16432, 24564, 55, 71.97
2026-05-09T23:21:53-03:00,2,1,131072,128K,q8_0,turbo4,99, 20452, 24564, 70, 449.07
2026-05-09T23:21:59-03:00,2,1,131072,128K,q8_0,turbo4,100, 20506, 24564, 71, 448.76
2026-05-09T23:22:04-03:00,2,1,131072,128K,q8_0,turbo4,100, 20552, 24564, 72, 448.74
2026-05-09T23:22:09-03:00,2,1,131072,128K,q8_0,turbo4,100, 20596, 24564, 73, 447.84
2026-05-09T23:22:14-03:00,2,1,131072,128K,q8_0,turbo4,100, 20638, 24564, 73, 448.81
2026-05-09T23:22:20-03:00,2,1,131072,128K,q8_0,turbo4,100, 20676, 24564, 74, 447.53
2026-05-09T23:22:25-03:00,2,1,131072,128K,q8_0,turbo4,100, 20712, 24564, 74, 448.43
2026-05-09T23:22:30-03:00,2,1,131072,128K,q8_0,turbo4,100, 20746, 24564, 74, 449.62
2026-05-09T23:22:35-03:00,2,1,131072,128K,q8_0,turbo4,99, 20778, 24564, 75, 445.68
2026-05-09T23:22:41-03:00,2,1,131072,128K,q8_0,turbo4,100, 20810, 24564, 75, 444.93
2026-05-09T23:22:46-03:00,2,1,131072,128K,q8_0,turbo4,100, 20840, 24564, 71, 448.15
2026-05-09T23:22:51-03:00,2,1,131072,128K,q8_0,turbo4,100, 20868, 24564, 75, 448.49
2026-05-09T23:22:56-03:00,2,1,131072,128K,q8_0,turbo4,100, 20898, 24564, 75, 446.48
2026-05-09T23:23:02-03:00,2,1,131072,128K,q8_0,turbo4,65, 20410, 24564, 68, 122.43
