ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:57:21-03:00,18,2,196608,192K,turbo4,turbo4,0, 66, 24564, 59, 47.45
2026-05-09T23:57:26-03:00,18,2,196608,192K,turbo4,turbo4,10, 16432, 24564, 58, 74.93
2026-05-09T23:57:32-03:00,18,2,196608,192K,turbo4,turbo4,99, 22216, 24564, 73, 449.30
2026-05-09T23:57:37-03:00,18,2,196608,192K,turbo4,turbo4,99, 22270, 24564, 73, 449.05
2026-05-09T23:57:42-03:00,18,2,196608,192K,turbo4,turbo4,100, 22318, 24564, 75, 448.31
2026-05-09T23:57:47-03:00,18,2,196608,192K,turbo4,turbo4,100, 22362, 24564, 72, 448.85
2026-05-09T23:57:53-03:00,18,2,196608,192K,turbo4,turbo4,100, 22402, 24564, 75, 448.38
2026-05-09T23:57:58-03:00,18,2,196608,192K,turbo4,turbo4,100, 22440, 24564, 75, 448.99
2026-05-09T23:58:03-03:00,18,2,196608,192K,turbo4,turbo4,100, 22476, 24564, 76, 448.60
2026-05-09T23:58:08-03:00,18,2,196608,192K,turbo4,turbo4,100, 22510, 24564, 76, 446.13
2026-05-09T23:58:14-03:00,18,2,196608,192K,turbo4,turbo4,100, 22544, 24564, 76, 449.30
2026-05-09T23:58:19-03:00,18,2,196608,192K,turbo4,turbo4,100, 22574, 24564, 74, 446.39
2026-05-09T23:58:24-03:00,18,2,196608,192K,turbo4,turbo4,100, 22606, 24564, 77, 446.94
2026-05-09T23:58:29-03:00,18,2,196608,192K,turbo4,turbo4,100, 22634, 24564, 77, 447.96
2026-05-09T23:58:35-03:00,18,2,196608,192K,turbo4,turbo4,100, 22662, 24564, 77, 447.00
2026-05-09T23:58:40-03:00,18,2,196608,192K,turbo4,turbo4,100, 22690, 24564, 76, 446.15
2026-05-09T23:58:45-03:00,18,2,196608,192K,turbo4,turbo4,100, 22716, 24564, 77, 446.70
2026-05-09T23:58:50-03:00,18,2,196608,192K,turbo4,turbo4,100, 22742, 24564, 77, 449.66
2026-05-09T23:58:56-03:00,18,2,196608,192K,turbo4,turbo4,100, 22768, 24564, 78, 448.30
2026-05-09T23:59:01-03:00,18,2,196608,192K,turbo4,turbo4,100, 22792, 24564, 77, 448.94
2026-05-09T23:59:06-03:00,18,2,196608,192K,turbo4,turbo4,100, 22816, 24564, 77, 445.57
2026-05-09T23:59:11-03:00,18,2,196608,192K,turbo4,turbo4,100, 22840, 24564, 76, 445.38
2026-05-09T23:59:17-03:00,18,2,196608,192K,turbo4,turbo4,100, 22862, 24564, 77, 443.26
2026-05-09T23:59:22-03:00,18,2,196608,192K,turbo4,turbo4,100, 22884, 24564, 74, 447.94
2026-05-09T23:59:27-03:00,18,2,196608,192K,turbo4,turbo4,100, 22906, 24564, 78, 444.98
2026-05-09T23:59:33-03:00,18,2,196608,192K,turbo4,turbo4,100, 22928, 24564, 78, 448.29
2026-05-09T23:59:38-03:00,18,2,196608,192K,turbo4,turbo4,63, 22164, 24564, 65, 127.01
