ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:40:01-03:00,10,2,131072,128K,q8_0,q8_0,0, 66, 24564, 60, 48.47
2026-05-09T23:40:06-03:00,10,2,131072,128K,q8_0,q8_0,11, 16432, 24564, 59, 75.09
2026-05-09T23:40:11-03:00,10,2,131072,128K,q8_0,q8_0,99, 21532, 24564, 74, 449.53
2026-05-09T23:40:16-03:00,10,2,131072,128K,q8_0,q8_0,99, 21586, 24564, 75, 447.86
2026-05-09T23:40:22-03:00,10,2,131072,128K,q8_0,q8_0,100, 21634, 24564, 75, 448.29
2026-05-09T23:40:27-03:00,10,2,131072,128K,q8_0,q8_0,100, 21678, 24564, 76, 449.07
2026-05-09T23:40:32-03:00,10,2,131072,128K,q8_0,q8_0,99, 21720, 24564, 76, 447.10
2026-05-09T23:40:38-03:00,10,2,131072,128K,q8_0,q8_0,100, 21754, 24564, 77, 438.85
2026-05-09T23:40:43-03:00,10,2,131072,128K,q8_0,q8_0,100, 21790, 24564, 77, 445.78
2026-05-09T23:40:48-03:00,10,2,131072,128K,q8_0,q8_0,100, 21826, 24564, 77, 448.22
2026-05-09T23:40:53-03:00,10,2,131072,128K,q8_0,q8_0,100, 21858, 24564, 77, 446.16
2026-05-09T23:40:59-03:00,10,2,131072,128K,q8_0,q8_0,100, 21890, 24564, 77, 444.18
2026-05-09T23:41:04-03:00,10,2,131072,128K,q8_0,q8_0,100, 21920, 24564, 77, 447.65
2026-05-09T23:41:09-03:00,10,2,131072,128K,q8_0,q8_0,100, 21950, 24564, 76, 444.51
2026-05-09T23:41:14-03:00,10,2,131072,128K,q8_0,q8_0,100, 21980, 24564, 77, 445.07
2026-05-09T23:41:20-03:00,10,2,131072,128K,q8_0,q8_0,85, 22004, 24564, 68, 445.39
