ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:42:51-03:00,12,2,131072,128K,turbo4,turbo4,0, 66, 24564, 60, 48.58
2026-05-09T23:42:56-03:00,12,2,131072,128K,turbo4,turbo4,11, 16432, 24564, 59, 75.08
2026-05-09T23:43:01-03:00,12,2,131072,128K,turbo4,turbo4,100, 20444, 24564, 74, 448.94
2026-05-09T23:43:07-03:00,12,2,131072,128K,turbo4,turbo4,99, 20496, 24564, 75, 448.17
2026-05-09T23:43:12-03:00,12,2,131072,128K,turbo4,turbo4,100, 20544, 24564, 76, 448.11
2026-05-09T23:43:17-03:00,12,2,131072,128K,turbo4,turbo4,99, 20588, 24564, 76, 448.18
2026-05-09T23:43:22-03:00,12,2,131072,128K,turbo4,turbo4,100, 20630, 24564, 76, 448.96
2026-05-09T23:43:28-03:00,12,2,131072,128K,turbo4,turbo4,100, 20668, 24564, 77, 448.08
2026-05-09T23:43:33-03:00,12,2,131072,128K,turbo4,turbo4,100, 20704, 24564, 77, 447.93
2026-05-09T23:43:38-03:00,12,2,131072,128K,turbo4,turbo4,100, 20738, 24564, 75, 446.11
2026-05-09T23:43:43-03:00,12,2,131072,128K,turbo4,turbo4,100, 20772, 24564, 77, 448.43
2026-05-09T23:43:49-03:00,12,2,131072,128K,turbo4,turbo4,100, 20804, 24564, 77, 448.72
2026-05-09T23:43:54-03:00,12,2,131072,128K,turbo4,turbo4,100, 20834, 24564, 77, 448.96
2026-05-09T23:43:59-03:00,12,2,131072,128K,turbo4,turbo4,99, 20862, 24564, 73, 448.11
2026-05-09T23:44:04-03:00,12,2,131072,128K,turbo4,turbo4,100, 20890, 24564, 78, 447.95
2026-05-09T23:44:10-03:00,12,2,131072,128K,turbo4,turbo4,0, 20914, 24564, 66, 324.26
