ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:23:08-03:00,3,1,131072,128K,turbo4,turbo4,0, 66, 24564, 58, 46.63
2026-05-09T23:23:13-03:00,3,1,131072,128K,turbo4,turbo4,11, 16432, 24564, 57, 74.09
2026-05-09T23:23:18-03:00,3,1,131072,128K,turbo4,turbo4,99, 20442, 24564, 72, 448.59
2026-05-09T23:23:24-03:00,3,1,131072,128K,turbo4,turbo4,100, 20496, 24564, 73, 448.81
2026-05-09T23:23:29-03:00,3,1,131072,128K,turbo4,turbo4,100, 20544, 24564, 74, 448.13
2026-05-09T23:23:34-03:00,3,1,131072,128K,turbo4,turbo4,100, 20588, 24564, 74, 447.14
2026-05-09T23:23:39-03:00,3,1,131072,128K,turbo4,turbo4,100, 20630, 24564, 74, 448.94
2026-05-09T23:23:45-03:00,3,1,131072,128K,turbo4,turbo4,100, 20668, 24564, 75, 448.50
2026-05-09T23:23:50-03:00,3,1,131072,128K,turbo4,turbo4,100, 20704, 24564, 75, 447.68
2026-05-09T23:23:55-03:00,3,1,131072,128K,turbo4,turbo4,100, 20738, 24564, 75, 448.53
2026-05-09T23:24:00-03:00,3,1,131072,128K,turbo4,turbo4,100, 20772, 24564, 75, 448.79
2026-05-09T23:24:06-03:00,3,1,131072,128K,turbo4,turbo4,100, 20804, 24564, 76, 447.79
2026-05-09T23:24:11-03:00,3,1,131072,128K,turbo4,turbo4,100, 20834, 24564, 76, 447.64
2026-05-09T23:24:16-03:00,3,1,131072,128K,turbo4,turbo4,100, 20862, 24564, 76, 447.62
2026-05-09T23:24:21-03:00,3,1,131072,128K,turbo4,turbo4,100, 20892, 24564, 76, 446.98
2026-05-09T23:24:27-03:00,3,1,131072,128K,turbo4,turbo4,0, 20914, 24564, 65, 341.63
