ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:07:42-03:00,24,3,163840,160K,turbo4,turbo4,0, 66, 24564, 61, 57.99
2026-05-10T00:07:47-03:00,24,3,163840,160K,turbo4,turbo4,10, 16432, 24564, 60, 77.59
2026-05-10T00:07:52-03:00,24,3,163840,160K,turbo4,turbo4,100, 21314, 24564, 76, 449.44
2026-05-10T00:07:58-03:00,24,3,163840,160K,turbo4,turbo4,100, 21366, 24564, 75, 448.88
2026-05-10T00:08:03-03:00,24,3,163840,160K,turbo4,turbo4,99, 21412, 24564, 76, 448.22
2026-05-10T00:08:08-03:00,24,3,163840,160K,turbo4,turbo4,100, 21456, 24564, 77, 448.21
2026-05-10T00:08:14-03:00,24,3,163840,160K,turbo4,turbo4,100, 21496, 24564, 77, 449.32
2026-05-10T00:08:19-03:00,24,3,163840,160K,turbo4,turbo4,99, 21534, 24564, 77, 447.70
2026-05-10T00:08:24-03:00,24,3,163840,160K,turbo4,turbo4,100, 21570, 24564, 77, 447.55
2026-05-10T00:08:29-03:00,24,3,163840,160K,turbo4,turbo4,100, 21604, 24564, 77, 449.46
2026-05-10T00:08:35-03:00,24,3,163840,160K,turbo4,turbo4,100, 21636, 24564, 77, 450.64
2026-05-10T00:08:40-03:00,24,3,163840,160K,turbo4,turbo4,100, 21668, 24564, 77, 448.52
2026-05-10T00:08:45-03:00,24,3,163840,160K,turbo4,turbo4,100, 21698, 24564, 78, 449.51
2026-05-10T00:08:50-03:00,24,3,163840,160K,turbo4,turbo4,100, 21728, 24564, 77, 448.00
2026-05-10T00:08:56-03:00,24,3,163840,160K,turbo4,turbo4,100, 21756, 24564, 78, 449.15
2026-05-10T00:09:01-03:00,24,3,163840,160K,turbo4,turbo4,100, 21782, 24564, 75, 451.08
2026-05-10T00:09:06-03:00,24,3,163840,160K,turbo4,turbo4,100, 21810, 24564, 78, 450.23
2026-05-10T00:09:11-03:00,24,3,163840,160K,turbo4,turbo4,100, 21834, 24564, 76, 445.96
2026-05-10T00:09:17-03:00,24,3,163840,160K,turbo4,turbo4,99, 21860, 24564, 78, 445.29
2026-05-10T00:09:22-03:00,24,3,163840,160K,turbo4,turbo4,100, 21884, 24564, 78, 449.77
2026-05-10T00:09:27-03:00,24,3,163840,160K,turbo4,turbo4,60, 21252, 24564, 66, 124.40
