ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:49:50-03:00,16,2,196608,192K,q8_0,q8_0,0, 66, 24564, 61, 49.46
2026-05-09T23:49:55-03:00,16,2,196608,192K,q8_0,q8_0,11, 16432, 24564, 60, 77.17
2026-05-09T23:50:00-03:00,16,2,196608,192K,q8_0,q8_0,100, 23854, 24564, 74, 448.78
2026-05-09T23:50:06-03:00,16,2,196608,192K,q8_0,q8_0,100, 23906, 24564, 76, 448.58
2026-05-09T23:50:11-03:00,16,2,196608,192K,q8_0,q8_0,100, 23954, 24564, 76, 448.88
2026-05-09T23:50:16-03:00,16,2,196608,192K,q8_0,q8_0,100, 23998, 24564, 77, 449.48
2026-05-09T23:50:21-03:00,16,2,196608,192K,q8_0,q8_0,100, 24038, 24564, 75, 448.78
2026-05-09T23:50:27-03:00,16,2,196608,192K,q8_0,q8_0,100, 24076, 24564, 77, 450.33
2026-05-09T23:50:32-03:00,16,2,196608,192K,q8_0,q8_0,100, 24114, 24564, 77, 448.47
2026-05-09T23:50:37-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 71, 231.13
2026-05-09T23:50:43-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 64, 184.54
2026-05-09T23:50:48-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 63, 169.62
2026-05-09T23:50:53-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 62, 156.04
2026-05-09T23:50:58-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 66, 149.07
2026-05-09T23:51:04-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 60, 147.79
2026-05-09T23:51:09-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 59, 140.78
2026-05-09T23:51:14-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 59, 140.42
2026-05-09T23:51:19-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 60, 139.99
2026-05-09T23:51:25-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 58, 136.46
2026-05-09T23:51:30-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 58, 133.52
2026-05-09T23:51:35-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 57, 134.12
2026-05-09T23:51:40-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 57, 127.54
2026-05-09T23:51:46-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 57, 127.03
2026-05-09T23:51:51-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 57, 132.75
2026-05-09T23:51:56-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 56, 130.25
2026-05-09T23:52:01-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 56, 126.11
2026-05-09T23:52:07-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 131.54
2026-05-09T23:52:12-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 126.07
2026-05-09T23:52:17-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 126.00
2026-05-09T23:52:22-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 125.29
2026-05-09T23:52:28-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 124.93
2026-05-09T23:52:33-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 124.67
2026-05-09T23:52:38-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 54, 125.02
2026-05-09T23:52:43-03:00,16,2,196608,192K,q8_0,q8_0,99, 24122, 24564, 55, 124.83
2026-05-09T23:52:49-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 54, 124.86
2026-05-09T23:52:54-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 54, 118.67
2026-05-09T23:52:59-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 55, 118.44
2026-05-09T23:53:04-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 118.63
2026-05-09T23:53:10-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 124.14
2026-05-09T23:53:15-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 118.40
2026-05-09T23:53:20-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 54, 123.42
2026-05-09T23:53:25-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 122.73
2026-05-09T23:53:31-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 123.80
2026-05-09T23:53:36-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 118.14
2026-05-09T23:53:41-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 117.44
2026-05-09T23:53:47-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 123.45
2026-05-09T23:53:52-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 117.51
2026-05-09T23:53:57-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 116.96
2026-05-09T23:54:02-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 117.77
2026-05-09T23:54:08-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 116.88
2026-05-09T23:54:13-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 116.60
2026-05-09T23:54:18-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 117.34
2026-05-09T23:54:23-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 116.83
2026-05-09T23:54:29-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 53, 116.50
2026-05-09T23:54:34-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 116.63
2026-05-09T23:54:39-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 116.22
2026-05-09T23:54:44-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 116.85
2026-05-09T23:54:50-03:00,16,2,196608,192K,q8_0,q8_0,100, 24122, 24564, 52, 115.98
