ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:47:59-03:00,15,2,163840,160K,turbo4,turbo4,0, 66, 24564, 61, 50.49
2026-05-09T23:48:04-03:00,15,2,163840,160K,turbo4,turbo4,11, 16432, 24564, 60, 77.69
2026-05-09T23:48:09-03:00,15,2,163840,160K,turbo4,turbo4,100, 21302, 24564, 75, 449.50
2026-05-09T23:48:14-03:00,15,2,163840,160K,turbo4,turbo4,99, 21354, 24564, 75, 448.47
2026-05-09T23:48:20-03:00,15,2,163840,160K,turbo4,turbo4,100, 21402, 24564, 76, 448.16
2026-05-09T23:48:25-03:00,15,2,163840,160K,turbo4,turbo4,100, 21446, 24564, 77, 448.97
2026-05-09T23:48:30-03:00,15,2,163840,160K,turbo4,turbo4,100, 21488, 24564, 77, 449.19
2026-05-09T23:48:35-03:00,15,2,163840,160K,turbo4,turbo4,100, 21526, 24564, 77, 448.00
2026-05-09T23:48:41-03:00,15,2,163840,160K,turbo4,turbo4,100, 21562, 24564, 77, 448.23
2026-05-09T23:48:46-03:00,15,2,163840,160K,turbo4,turbo4,100, 21598, 24564, 77, 448.12
2026-05-09T23:48:51-03:00,15,2,163840,160K,turbo4,turbo4,100, 21630, 24564, 78, 448.86
2026-05-09T23:48:56-03:00,15,2,163840,160K,turbo4,turbo4,100, 21662, 24564, 77, 447.31
2026-05-09T23:49:02-03:00,15,2,163840,160K,turbo4,turbo4,100, 21692, 24564, 77, 447.39
2026-05-09T23:49:07-03:00,15,2,163840,160K,turbo4,turbo4,100, 21720, 24564, 78, 448.36
2026-05-09T23:49:12-03:00,15,2,163840,160K,turbo4,turbo4,100, 21750, 24564, 77, 447.84
2026-05-09T23:49:17-03:00,15,2,163840,160K,turbo4,turbo4,100, 21776, 24564, 77, 445.67
2026-05-09T23:49:23-03:00,15,2,163840,160K,turbo4,turbo4,100, 21804, 24564, 78, 447.98
2026-05-09T23:49:28-03:00,15,2,163840,160K,turbo4,turbo4,100, 21828, 24564, 78, 446.94
2026-05-09T23:49:33-03:00,15,2,163840,160K,turbo4,turbo4,100, 21854, 24564, 78, 450.25
2026-05-09T23:49:38-03:00,15,2,163840,160K,turbo4,turbo4,100, 21878, 24564, 77, 444.58
2026-05-09T23:49:44-03:00,15,2,163840,160K,turbo4,turbo4,73, 21900, 24564, 68, 440.90
