ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:05:51-03:00,23,3,163840,160K,q8_0,turbo4,0, 66, 24564, 61, 77.89
2026-05-10T00:05:56-03:00,23,3,163840,160K,q8_0,turbo4,11, 16432, 24564, 60, 77.00
2026-05-10T00:06:01-03:00,23,3,163840,160K,q8_0,turbo4,100, 21302, 24564, 74, 448.37
2026-05-10T00:06:06-03:00,23,3,163840,160K,q8_0,turbo4,100, 21354, 24564, 76, 448.86
2026-05-10T00:06:12-03:00,23,3,163840,160K,q8_0,turbo4,100, 21402, 24564, 76, 448.51
2026-05-10T00:06:17-03:00,23,3,163840,160K,q8_0,turbo4,99, 21446, 24564, 76, 446.63
2026-05-10T00:06:22-03:00,23,3,163840,160K,q8_0,turbo4,100, 21488, 24564, 77, 448.26
2026-05-10T00:06:27-03:00,23,3,163840,160K,q8_0,turbo4,100, 21526, 24564, 77, 448.38
2026-05-10T00:06:33-03:00,23,3,163840,160K,q8_0,turbo4,100, 21562, 24564, 77, 450.60
2026-05-10T00:06:38-03:00,23,3,163840,160K,q8_0,turbo4,99, 21596, 24564, 77, 445.81
2026-05-10T00:06:43-03:00,23,3,163840,160K,q8_0,turbo4,99, 21630, 24564, 76, 446.77
2026-05-10T00:06:48-03:00,23,3,163840,160K,q8_0,turbo4,100, 21662, 24564, 77, 446.53
2026-05-10T00:06:54-03:00,23,3,163840,160K,q8_0,turbo4,99, 21692, 24564, 77, 444.91
2026-05-10T00:06:59-03:00,23,3,163840,160K,q8_0,turbo4,100, 21720, 24564, 77, 448.69
2026-05-10T00:07:04-03:00,23,3,163840,160K,q8_0,turbo4,100, 21748, 24564, 77, 448.39
2026-05-10T00:07:09-03:00,23,3,163840,160K,q8_0,turbo4,100, 21776, 24564, 78, 446.77
2026-05-10T00:07:15-03:00,23,3,163840,160K,q8_0,turbo4,100, 21802, 24564, 78, 446.35
2026-05-10T00:07:20-03:00,23,3,163840,160K,q8_0,turbo4,100, 21828, 24564, 78, 449.78
2026-05-10T00:07:25-03:00,23,3,163840,160K,q8_0,turbo4,99, 21854, 24564, 73, 446.66
2026-05-10T00:07:30-03:00,23,3,163840,160K,q8_0,turbo4,100, 21878, 24564, 78, 450.14
2026-05-10T00:07:36-03:00,23,3,163840,160K,q8_0,turbo4,0, 21900, 24564, 68, 401.21
