ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:14:42-03:00,26,3,196608,192K,q8_0,turbo4,0, 66, 24564, 49, 63.01
2026-05-10T00:14:47-03:00,26,3,196608,192K,q8_0,turbo4,11, 16432, 24564, 49, 67.92
2026-05-10T00:14:52-03:00,26,3,196608,192K,q8_0,turbo4,100, 22212, 24564, 65, 447.52
2026-05-10T00:14:57-03:00,26,3,196608,192K,q8_0,turbo4,100, 22266, 24564, 68, 448.21
2026-05-10T00:15:03-03:00,26,3,196608,192K,q8_0,turbo4,100, 22316, 24564, 69, 448.70
2026-05-10T00:15:08-03:00,26,3,196608,192K,q8_0,turbo4,100, 22360, 24564, 70, 447.68
2026-05-10T00:15:13-03:00,26,3,196608,192K,q8_0,turbo4,100, 22400, 24564, 70, 448.96
2026-05-10T00:15:18-03:00,26,3,196608,192K,q8_0,turbo4,100, 22440, 24564, 71, 450.59
2026-05-10T00:15:24-03:00,26,3,196608,192K,q8_0,turbo4,100, 22476, 24564, 72, 448.34
2026-05-10T00:15:29-03:00,26,3,196608,192K,q8_0,turbo4,100, 22510, 24564, 73, 447.71
2026-05-10T00:15:34-03:00,26,3,196608,192K,q8_0,turbo4,100, 22544, 24564, 73, 449.64
2026-05-10T00:15:40-03:00,26,3,196608,192K,q8_0,turbo4,100, 22574, 24564, 69, 446.60
2026-05-10T00:15:45-03:00,26,3,196608,192K,q8_0,turbo4,100, 22606, 24564, 74, 445.38
2026-05-10T00:15:50-03:00,26,3,196608,192K,q8_0,turbo4,100, 22634, 24564, 74, 444.63
2026-05-10T00:15:55-03:00,26,3,196608,192K,q8_0,turbo4,100, 22662, 24564, 75, 446.07
2026-05-10T00:16:01-03:00,26,3,196608,192K,q8_0,turbo4,100, 22690, 24564, 75, 450.83
2026-05-10T00:16:06-03:00,26,3,196608,192K,q8_0,turbo4,100, 22716, 24564, 75, 449.72
2026-05-10T00:16:11-03:00,26,3,196608,192K,q8_0,turbo4,99, 22742, 24564, 70, 444.79
2026-05-10T00:16:16-03:00,26,3,196608,192K,q8_0,turbo4,100, 22768, 24564, 75, 444.80
2026-05-10T00:16:22-03:00,26,3,196608,192K,q8_0,turbo4,100, 22792, 24564, 75, 445.44
2026-05-10T00:16:27-03:00,26,3,196608,192K,q8_0,turbo4,100, 22816, 24564, 76, 449.65
2026-05-10T00:16:32-03:00,26,3,196608,192K,q8_0,turbo4,100, 22840, 24564, 76, 449.99
2026-05-10T00:16:37-03:00,26,3,196608,192K,q8_0,turbo4,100, 22864, 24564, 76, 447.08
2026-05-10T00:16:43-03:00,26,3,196608,192K,q8_0,turbo4,100, 22886, 24564, 76, 447.62
2026-05-10T00:16:48-03:00,26,3,196608,192K,q8_0,turbo4,100, 22908, 24564, 76, 448.13
2026-05-10T00:16:53-03:00,26,3,196608,192K,q8_0,turbo4,100, 22930, 24564, 70, 442.87
2026-05-10T00:16:58-03:00,26,3,196608,192K,q8_0,turbo4,49, 22164, 24564, 64, 127.03
