ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-09T23:54:58-03:00,17,2,196608,192K,q8_0,turbo4,0, 66, 24564, 49, 69.00
2026-05-09T23:55:03-03:00,17,2,196608,192K,q8_0,turbo4,11, 16432, 24564, 49, 67.54
2026-05-09T23:55:09-03:00,17,2,196608,192K,q8_0,turbo4,99, 22212, 24564, 66, 448.81
2026-05-09T23:55:14-03:00,17,2,196608,192K,q8_0,turbo4,100, 22266, 24564, 67, 448.83
2026-05-09T23:55:19-03:00,17,2,196608,192K,q8_0,turbo4,99, 22314, 24564, 69, 448.48
2026-05-09T23:55:24-03:00,17,2,196608,192K,q8_0,turbo4,100, 22358, 24564, 70, 449.41
2026-05-09T23:55:30-03:00,17,2,196608,192K,q8_0,turbo4,99, 22400, 24564, 70, 448.54
2026-05-09T23:55:35-03:00,17,2,196608,192K,q8_0,turbo4,100, 22438, 24564, 71, 447.83
2026-05-09T23:55:40-03:00,17,2,196608,192K,q8_0,turbo4,100, 22476, 24564, 72, 448.68
2026-05-09T23:55:45-03:00,17,2,196608,192K,q8_0,turbo4,100, 22510, 24564, 73, 446.62
2026-05-09T23:55:51-03:00,17,2,196608,192K,q8_0,turbo4,100, 22542, 24564, 74, 450.70
2026-05-09T23:55:56-03:00,17,2,196608,192K,q8_0,turbo4,100, 22574, 24564, 73, 449.16
2026-05-09T23:56:01-03:00,17,2,196608,192K,q8_0,turbo4,100, 22604, 24564, 74, 447.64
2026-05-09T23:56:06-03:00,17,2,196608,192K,q8_0,turbo4,100, 22634, 24564, 74, 446.81
2026-05-09T23:56:12-03:00,17,2,196608,192K,q8_0,turbo4,100, 22662, 24564, 74, 448.65
2026-05-09T23:56:17-03:00,17,2,196608,192K,q8_0,turbo4,100, 22690, 24564, 75, 447.41
2026-05-09T23:56:22-03:00,17,2,196608,192K,q8_0,turbo4,100, 22716, 24564, 76, 447.05
2026-05-09T23:56:27-03:00,17,2,196608,192K,q8_0,turbo4,100, 22742, 24564, 76, 445.42
2026-05-09T23:56:33-03:00,17,2,196608,192K,q8_0,turbo4,100, 22768, 24564, 76, 449.91
2026-05-09T23:56:38-03:00,17,2,196608,192K,q8_0,turbo4,100, 22792, 24564, 76, 448.76
2026-05-09T23:56:43-03:00,17,2,196608,192K,q8_0,turbo4,100, 22816, 24564, 76, 442.23
2026-05-09T23:56:49-03:00,17,2,196608,192K,q8_0,turbo4,100, 22840, 24564, 76, 444.80
2026-05-09T23:56:54-03:00,17,2,196608,192K,q8_0,turbo4,100, 22862, 24564, 76, 444.34
2026-05-09T23:56:59-03:00,17,2,196608,192K,q8_0,turbo4,100, 22886, 24564, 72, 445.53
2026-05-09T23:57:04-03:00,17,2,196608,192K,q8_0,turbo4,100, 22908, 24564, 77, 449.52
2026-05-09T23:57:10-03:00,17,2,196608,192K,q8_0,turbo4,100, 22928, 24564, 76, 446.95
2026-05-09T23:57:15-03:00,17,2,196608,192K,q8_0,turbo4,28, 22164, 24564, 63, 127.68
