ts,idx,run,depth,label,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:03:59-03:00,22,3,163840,160K,q8_0,q8_0,0, 66, 24564, 61, 49.69
2026-05-10T00:04:04-03:00,22,3,163840,160K,q8_0,q8_0,11, 16432, 24564, 60, 77.21
2026-05-10T00:04:10-03:00,22,3,163840,160K,q8_0,q8_0,100, 22662, 24564, 74, 447.26
2026-05-10T00:04:15-03:00,22,3,163840,160K,q8_0,q8_0,100, 22716, 24564, 75, 448.11
2026-05-10T00:04:20-03:00,22,3,163840,160K,q8_0,q8_0,100, 22764, 24564, 76, 448.46
2026-05-10T00:04:25-03:00,22,3,163840,160K,q8_0,q8_0,99, 22808, 24564, 76, 447.55
2026-05-10T00:04:31-03:00,22,3,163840,160K,q8_0,q8_0,100, 22850, 24564, 75, 449.23
2026-05-10T00:04:36-03:00,22,3,163840,160K,q8_0,q8_0,100, 22888, 24564, 76, 448.13
2026-05-10T00:04:41-03:00,22,3,163840,160K,q8_0,q8_0,100, 22924, 24564, 77, 448.00
2026-05-10T00:04:46-03:00,22,3,163840,160K,q8_0,q8_0,100, 22960, 24564, 77, 449.95
2026-05-10T00:04:52-03:00,22,3,163840,160K,q8_0,q8_0,100, 22992, 24564, 77, 445.49
2026-05-10T00:04:57-03:00,22,3,163840,160K,q8_0,q8_0,100, 23024, 24564, 77, 444.63
2026-05-10T00:05:02-03:00,22,3,163840,160K,q8_0,q8_0,100, 23054, 24564, 77, 445.12
2026-05-10T00:05:08-03:00,22,3,163840,160K,q8_0,q8_0,100, 23084, 24564, 77, 445.27
2026-05-10T00:05:13-03:00,22,3,163840,160K,q8_0,q8_0,100, 23112, 24564, 76, 448.11
2026-05-10T00:05:18-03:00,22,3,163840,160K,q8_0,q8_0,100, 23140, 24564, 76, 449.89
2026-05-10T00:05:23-03:00,22,3,163840,160K,q8_0,q8_0,100, 23166, 24564, 72, 450.10
2026-05-10T00:05:29-03:00,22,3,163840,160K,q8_0,q8_0,100, 23192, 24564, 77, 444.89
2026-05-10T00:05:34-03:00,22,3,163840,160K,q8_0,q8_0,100, 23218, 24564, 78, 445.81
2026-05-10T00:05:39-03:00,22,3,163840,160K,q8_0,q8_0,100, 23242, 24564, 78, 446.96
2026-05-10T00:05:44-03:00,22,3,163840,160K,q8_0,q8_0,0, 23262, 24564, 66, 312.07
