[2026-05-19T15:42:24] EPKV_COMPACT_FALLBACK_POLICY_GRID_START
[2026-05-19T15:42:24] META {"host": "DESKTOP-CTAHC6D", "python": "3.12.3", "torch": "2.11.0+cu130", "cuda_device": "NVIDIA GeForce RTX 4090", "nvidia_smi_start": "NVIDIA GeForce RTX 4090, 595.79, 21839 MiB, 24564 MiB, 0 %, 40", "grid": {"M_values": [4096, 8192, 12288, 16384, 24576, 32768, 49152, 65536], "requested_flag_counts": [0, 7, 14, 21, 28], "seq_guards": [0, 4096, 8192, 12288, 16384], "flag_thresholds": [0.5, 0.625, 0.75, 0.875]}, "kernel_policy": {"global_k": 32, "probe_local_top": 8, "fallback_local_top": 32, "chunk_rows": 512}, "boundary": "offline synthetic policy grid; no serving mutation"}
[2026-05-19T15:42:28] RESULT {"M": 4096, "requested_flag_heads": 0, "observed_flag_heads": 6, "flag_rate": 0.21428571428571427, "error_vs_exact_topk_output": {"max_abs": 0.00016021728515625, "mean_abs": 2.7017294996767305e-05}, "timing": {"compact_full_path": {"name": "compact_full M=4096 requested=0 observed=6", "repeats": 4, "p50_ms": 0.1499519944190979, "p90_ms": 0.1536320000886917, "min_ms": 0.1372160017490387, "max_ms": 0.1536320000886917, "checksum": 9.360367774963379}, "exact_full_path": {"name": "exact_full M=4096 requested=0 observed=6", "repeats": 4, "p50_ms": 0.14297600090503693, "p90_ms": 0.22377599775791168, "min_ms": 0.11776000261306763, "max_ms": 0.22377599775791168, "checksum": 9.360367774963379}}, "compact_vs_exact_p50_ratio": 1.0487913598779026, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:28] RESULT {"M": 4096, "requested_flag_heads": 7, "observed_flag_heads": 10, "flag_rate": 0.35714285714285715, "error_vs_exact_topk_output": {"max_abs": 0.00012205541133880615, "mean_abs": 2.6436344342073426e-05}, "timing": {"compact_full_path": {"name": "compact_full M=4096 requested=7 observed=10", "repeats": 4, "p50_ms": 0.14233599603176117, "p90_ms": 0.14697599411010742, "min_ms": 0.13619199395179749, "max_ms": 0.14697599411010742, "checksum": -0.09885644912719727}, "exact_full_path": {"name": "exact_full M=4096 requested=7 observed=10", "repeats": 4, "p50_ms": 0.11088000237941742, "p90_ms": 0.11161600053310394, "min_ms": 0.10726399719715118, "max_ms": 0.11161600053310394, "checksum": -0.09885644912719727}}, "compact_vs_exact_p50_ratio": 1.2836940203582003, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:28] RESULT {"M": 4096, "requested_flag_heads": 14, "observed_flag_heads": 18, "flag_rate": 0.6428571428571429, "error_vs_exact_topk_output": {"max_abs": 0.0001521855592727661, "mean_abs": 2.7197851522942074e-05}, "timing": {"compact_full_path": {"name": "compact_full M=4096 requested=14 observed=18", "repeats": 4, "p50_ms": 0.15564799308776855, "p90_ms": 0.16035200655460358, "min_ms": 0.15360000729560852, "max_ms": 0.16035200655460358, "checksum": 1.9728755950927734}, "exact_full_path": {"name": "exact_full M=4096 requested=14 observed=18", "repeats": 4, "p50_ms": 0.11161600053310394, "p90_ms": 0.11257600039243698, "min_ms": 0.10611200332641602, "max_ms": 0.11257600039243698, "checksum": 1.9728755950927734}}, "compact_vs_exact_p50_ratio": 1.394495344254924, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:28] RESULT {"M": 4096, "requested_flag_heads": 21, "observed_flag_heads": 24, "flag_rate": 0.8571428571428571, "error_vs_exact_topk_output": {"max_abs": 0.0001293383538722992, "mean_abs": 2.6456338673597202e-05}, "timing": {"compact_full_path": {"name": "compact_full M=4096 requested=21 observed=24", "repeats": 4, "p50_ms": 0.16390399634838104, "p90_ms": 0.17180800437927246, "min_ms": 0.15667200088500977, "max_ms": 0.17180800437927246, "checksum": -2.9966893196105957}, "exact_full_path": {"name": "exact_full M=4096 requested=21 observed=24", "repeats": 4, "p50_ms": 0.10927999764680862, "p90_ms": 0.11187200248241425, "min_ms": 0.10547199845314026, "max_ms": 0.11187200248241425, "checksum": -2.9966893196105957}}, "compact_vs_exact_p50_ratio": 1.4998535859976534, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:28] RESULT {"M": 4096, "requested_flag_heads": 28, "observed_flag_heads": 28, "flag_rate": 1.0, "error_vs_exact_topk_output": {"max_abs": 0.00017486512660980225, "mean_abs": 2.728383151406888e-05}, "timing": {"compact_full_path": {"name": "compact_full M=4096 requested=28 observed=28", "repeats": 4, "p50_ms": 0.1608320027589798, "p90_ms": 0.16156800091266632, "min_ms": 0.15360000729560852, "max_ms": 0.16156800091266632, "checksum": 6.243239402770996}, "exact_full_path": {"name": "exact_full M=4096 requested=28 observed=28", "repeats": 4, "p50_ms": 0.10751999914646149, "p90_ms": 0.11513599753379822, "min_ms": 0.10630399733781815, "max_ms": 0.11513599753379822, "checksum": 6.243239402770996}}, "compact_vs_exact_p50_ratio": 1.4958333708680356, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:28] RESULT {"M": 8192, "requested_flag_heads": 0, "observed_flag_heads": 0, "flag_rate": 0.0, "error_vs_exact_topk_output": {"max_abs": 0.0001221299171447754, "mean_abs": 2.7651725758914836e-05}, "timing": {"compact_full_path": {"name": "compact_full M=8192 requested=0 observed=0", "repeats": 4, "p50_ms": 0.16182400286197662, "p90_ms": 0.2547839879989624, "min_ms": 0.13996799290180206, "max_ms": 0.2547839879989624, "checksum": 10.185074806213379}, "exact_full_path": {"name": "exact_full M=8192 requested=0 observed=0", "repeats": 4, "p50_ms": 0.17817600071430206, "p90_ms": 0.19945600628852844, "min_ms": 0.1717119961977005, "max_ms": 0.19945600628852844, "checksum": 10.185074806213379}}, "compact_vs_exact_p50_ratio": 0.9082255871342336, "actual_best_p50": "compact_fallback"}
[2026-05-19T15:42:28] RESULT {"M": 8192, "requested_flag_heads": 7, "observed_flag_heads": 7, "flag_rate": 0.25, "error_vs_exact_topk_output": {"max_abs": 0.00014506746083498, "mean_abs": 2.7477730327518657e-05}, "timing": {"compact_full_path": {"name": "compact_full M=8192 requested=7 observed=7", "repeats": 4, "p50_ms": 0.14390400052070618, "p90_ms": 0.15967999398708344, "min_ms": 0.13753600418567657, "max_ms": 0.15967999398708344, "checksum": -13.384176254272461}, "exact_full_path": {"name": "exact_full M=8192 requested=7 observed=7", "repeats": 4, "p50_ms": 0.1700800061225891, "p90_ms": 0.17440000176429749, "min_ms": 0.16896000504493713, "max_ms": 0.17440000176429749, "checksum": -13.384176254272461}}, "compact_vs_exact_p50_ratio": 0.8460959274483094, "actual_best_p50": "compact_fallback"}
[2026-05-19T15:42:28] RESULT {"M": 8192, "requested_flag_heads": 14, "observed_flag_heads": 14, "flag_rate": 0.5, "error_vs_exact_topk_output": {"max_abs": 0.00016006827354431152, "mean_abs": 2.735887210292276e-05}, "timing": {"compact_full_path": {"name": "compact_full M=8192 requested=14 observed=14", "repeats": 4, "p50_ms": 0.15667200088500977, "p90_ms": 0.1603199988603592, "min_ms": 0.15440000593662262, "max_ms": 0.1603199988603592, "checksum": -5.173973560333252}, "exact_full_path": {"name": "exact_full M=8192 requested=14 observed=14", "repeats": 4, "p50_ms": 0.1706240028142929, "p90_ms": 0.17791999876499176, "min_ms": 0.1698240041732788, "max_ms": 0.17791999876499176, "checksum": -5.173973560333252}}, "compact_vs_exact_p50_ratio": 0.9182295474308588, "actual_best_p50": "compact_fallback"}
[2026-05-19T15:42:28] RESULT {"M": 8192, "requested_flag_heads": 21, "observed_flag_heads": 21, "flag_rate": 0.75, "error_vs_exact_topk_output": {"max_abs": 0.00016069412231445312, "mean_abs": 2.648752160894219e-05}, "timing": {"compact_full_path": {"name": "compact_full M=8192 requested=21 observed=21", "repeats": 4, "p50_ms": 0.19148799777030945, "p90_ms": 0.192671999335289, "min_ms": 0.1881919950246811, "max_ms": 0.192671999335289, "checksum": 0.6507072448730469}, "exact_full_path": {"name": "exact_full M=8192 requested=21 observed=21", "repeats": 4, "p50_ms": 0.17401599884033203, "p90_ms": 0.17561599612236023, "min_ms": 0.16998399794101715, "max_ms": 0.17561599612236023, "checksum": 0.6507072448730469}}, "compact_vs_exact_p50_ratio": 1.1004045550203048, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:28] RESULT {"M": 8192, "requested_flag_heads": 28, "observed_flag_heads": 28, "flag_rate": 1.0, "error_vs_exact_topk_output": {"max_abs": 0.00013683736324310303, "mean_abs": 2.6585797968436964e-05}, "timing": {"compact_full_path": {"name": "compact_full M=8192 requested=28 observed=28", "repeats": 4, "p50_ms": 0.23836800456047058, "p90_ms": 0.24143999814987183, "min_ms": 0.21887999773025513, "max_ms": 0.24143999814987183, "checksum": 16.60654067993164}, "exact_full_path": {"name": "exact_full M=8192 requested=28 observed=28", "repeats": 4, "p50_ms": 0.17472000420093536, "p90_ms": 0.1749120056629181, "min_ms": 0.16896000504493713, "max_ms": 0.1749120056629181, "checksum": 16.60654067993164}}, "compact_vs_exact_p50_ratio": 1.3642857075846755, "actual_best_p50": "exact_only"}
[2026-05-19T15:42:32] RESULT {"M": 12288, "requested_flag_heads": 0, "observed_flag_heads": 0, "flag_rate": 0.0, "error_vs_exact_topk_output": {"max_abs": 0.0001372992992401123, "mean_abs": 2.7642880013445392e-05}, "timing": {"compact_full_path": {"name": "compact_full M=12288 requested=0 observed=0", "repeats": 4, "p50_ms": 0.2619839906692505, "p90_ms": 0.28624001145362854, "min_ms": 0.25894400477409363, "max_ms": 0.28624001145362854, "checksum": 6.159232139587402}, "exact_full_path": {"name": "exact_full M=12288 requested=0 observed=0", "repeats": 4, "p50_ms": 1.1212799549102783, "p90_ms": 1.1816960573196411, "min_ms": 1.1103999614715576, "max_ms": 1.1816960573196411, "checksum": 6.159232139587402}}, "compact_vs_exact_p50_ratio": 0.23364726134804908, "actual_best_p50": "compact_fallback"}
