ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:45:13-03:00,30,192K,p75,q8_0,q8_0,0, 66, 24564, 58, 21.84
2026-05-10T01:45:24-03:00,30,192K,p75,q8_0,q8_0,100, 23820, 24564, 72, 448.40
2026-05-10T01:45:34-03:00,30,192K,p75,q8_0,q8_0,100, 23924, 24564, 74, 448.06
2026-05-10T01:45:44-03:00,30,192K,p75,q8_0,q8_0,100, 24010, 24564, 75, 447.89
2026-05-10T01:45:54-03:00,30,192K,p75,q8_0,q8_0,100, 24084, 24564, 74, 450.40
2026-05-10T01:46:05-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 65, 218.36
2026-05-10T01:46:15-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 63, 169.24
2026-05-10T01:46:25-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 60, 154.54
2026-05-10T01:46:35-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 59, 145.12
2026-05-10T01:46:46-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 58, 140.00
2026-05-10T01:46:56-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 57, 139.45
2026-05-10T01:47:06-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 56, 129.24
2026-05-10T01:47:16-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 61, 132.74
2026-05-10T01:47:27-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 55, 126.45
2026-05-10T01:47:37-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 55, 125.71
2026-05-10T01:47:47-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 54, 125.43
2026-05-10T01:47:57-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 54, 125.61
2026-05-10T01:48:08-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 56, 119.37
2026-05-10T01:48:18-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 53, 123.95
2026-05-10T01:48:28-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 54, 122.16
2026-05-10T01:48:38-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 53, 117.97
2026-05-10T01:48:49-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 57, 117.64
2026-05-10T01:48:59-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 52, 117.54
2026-05-10T01:49:09-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 52, 116.74
2026-05-10T01:49:20-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 52, 120.70
2026-05-10T01:49:30-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 52, 117.21
2026-05-10T01:49:40-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 52, 116.72
2026-05-10T01:49:50-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 51, 116.81
2026-05-10T01:50:01-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 52, 116.61
2026-05-10T01:50:11-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 51, 116.24
2026-05-10T01:50:21-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 51, 116.41
2026-05-10T01:50:31-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 51, 115.56
2026-05-10T01:50:42-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 115.97
2026-05-10T01:50:52-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 115.80
2026-05-10T01:51:02-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 114.71
2026-05-10T01:51:12-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 115.34
2026-05-10T01:51:23-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 115.22
2026-05-10T01:51:33-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 51, 115.30
2026-05-10T01:51:43-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 114.41
2026-05-10T01:51:53-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 50, 108.70
2026-05-10T01:52:04-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 111.14
2026-05-10T01:52:14-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 114.01
2026-05-10T01:52:24-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 108.89
2026-05-10T01:52:35-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 114.11
2026-05-10T01:52:45-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 113.46
2026-05-10T01:52:55-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 113.87
2026-05-10T01:53:05-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 108.38
2026-05-10T01:53:16-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 108.05
2026-05-10T01:53:26-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 107.84
2026-05-10T01:53:36-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 49, 112.93
2026-05-10T01:53:46-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 107.83
2026-05-10T01:53:57-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 107.38
2026-05-10T01:54:07-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 107.86
2026-05-10T01:54:17-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 112.57
2026-05-10T01:54:27-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 107.77
2026-05-10T01:54:38-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 107.16
2026-05-10T01:54:48-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 112.61
2026-05-10T01:54:58-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 111.90
2026-05-10T01:55:08-03:00,30,192K,p75,q8_0,q8_0,100, 24122, 24564, 48, 107.03
