ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:51:01-03:00,15,160K,p50,q8_0,q8_0,0, 66, 24564, 61, 49.39
2026-05-10T00:51:11-03:00,15,160K,p50,q8_0,q8_0,100, 22638, 24564, 74, 449.88
2026-05-10T00:51:22-03:00,15,160K,p50,q8_0,q8_0,100, 22740, 24564, 75, 448.36
2026-05-10T00:51:32-03:00,15,160K,p50,q8_0,q8_0,100, 22826, 24564, 76, 448.89
2026-05-10T00:51:42-03:00,15,160K,p50,q8_0,q8_0,100, 22900, 24564, 76, 448.10
2026-05-10T00:51:52-03:00,15,160K,p50,q8_0,q8_0,99, 22968, 24564, 77, 446.66
2026-05-10T00:52:03-03:00,15,160K,p50,q8_0,q8_0,100, 23030, 24564, 77, 448.04
2026-05-10T00:52:13-03:00,15,160K,p50,q8_0,q8_0,100, 23086, 24564, 77, 447.95
2026-05-10T00:52:23-03:00,15,160K,p50,q8_0,q8_0,100, 23140, 24564, 77, 445.82
2026-05-10T00:52:34-03:00,15,160K,p50,q8_0,q8_0,100, 23192, 24564, 77, 445.91
