ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:59:39-03:00,20,160K,p95,q8_0,turbo4,0, 66, 24564, 60, 49.53
2026-05-10T00:59:49-03:00,20,160K,p95,q8_0,turbo4,100, 21278, 24564, 73, 449.36
2026-05-10T00:59:59-03:00,20,160K,p95,q8_0,turbo4,100, 21380, 24564, 75, 448.96
2026-05-10T01:00:09-03:00,20,160K,p95,q8_0,turbo4,100, 21466, 24564, 75, 448.28
2026-05-10T01:00:20-03:00,20,160K,p95,q8_0,turbo4,100, 21540, 24564, 77, 447.79
2026-05-10T01:00:30-03:00,20,160K,p95,q8_0,turbo4,100, 21606, 24564, 72, 446.88
2026-05-10T01:00:40-03:00,20,160K,p95,q8_0,turbo4,100, 21668, 24564, 78, 450.08
2026-05-10T01:00:50-03:00,20,160K,p95,q8_0,turbo4,100, 21726, 24564, 77, 448.20
2026-05-10T01:01:01-03:00,20,160K,p95,q8_0,turbo4,100, 21780, 24564, 77, 450.80
2026-05-10T01:01:11-03:00,20,160K,p95,q8_0,turbo4,100, 21830, 24564, 78, 449.35
