ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:45:51-03:00,12,160K,p05,q8_0,turbo4,0, 66, 24564, 60, 34.96
2026-05-10T00:46:01-03:00,12,160K,p05,q8_0,turbo4,100, 21278, 24564, 73, 449.70
2026-05-10T00:46:11-03:00,12,160K,p05,q8_0,turbo4,100, 21380, 24564, 75, 448.71
2026-05-10T00:46:21-03:00,12,160K,p05,q8_0,turbo4,100, 21466, 24564, 76, 449.08
2026-05-10T00:46:32-03:00,12,160K,p05,q8_0,turbo4,100, 21540, 24564, 76, 450.14
2026-05-10T00:46:42-03:00,12,160K,p05,q8_0,turbo4,100, 21606, 24564, 76, 449.75
2026-05-10T00:46:52-03:00,12,160K,p05,q8_0,turbo4,99, 21668, 24564, 77, 450.04
2026-05-10T00:47:03-03:00,12,160K,p05,q8_0,turbo4,100, 21726, 24564, 77, 443.74
2026-05-10T00:47:13-03:00,12,160K,p05,q8_0,turbo4,100, 21780, 24564, 77, 446.81
2026-05-10T00:47:23-03:00,12,160K,p05,q8_0,turbo4,100, 21830, 24564, 77, 446.44
