ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:56:12-03:00,18,160K,p75,q8_0,turbo4,0, 66, 24564, 60, 49.75
2026-05-10T00:56:22-03:00,18,160K,p75,q8_0,turbo4,100, 21278, 24564, 73, 445.70
2026-05-10T00:56:32-03:00,18,160K,p75,q8_0,turbo4,100, 21380, 24564, 75, 448.28
2026-05-10T00:56:42-03:00,18,160K,p75,q8_0,turbo4,100, 21466, 24564, 76, 448.49
2026-05-10T00:56:53-03:00,18,160K,p75,q8_0,turbo4,99, 21540, 24564, 76, 447.44
2026-05-10T00:57:03-03:00,18,160K,p75,q8_0,turbo4,100, 21608, 24564, 77, 449.96
2026-05-10T00:57:13-03:00,18,160K,p75,q8_0,turbo4,100, 21668, 24564, 78, 449.20
2026-05-10T00:57:23-03:00,18,160K,p75,q8_0,turbo4,100, 21726, 24564, 77, 448.08
2026-05-10T00:57:34-03:00,18,160K,p75,q8_0,turbo4,100, 21780, 24564, 77, 444.75
2026-05-10T00:57:44-03:00,18,160K,p75,q8_0,turbo4,100, 21830, 24564, 78, 445.31
