ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:59:50-03:00,33,192K,p95,q8_0,q8_0,0, 66, 24564, 58, 20.29
2026-05-10T02:00:01-03:00,33,192K,p95,q8_0,q8_0,99, 23820, 24564, 72, 447.08
2026-05-10T02:00:11-03:00,33,192K,p95,q8_0,q8_0,100, 23924, 24564, 74, 448.96
2026-05-10T02:00:21-03:00,33,192K,p95,q8_0,q8_0,100, 24008, 24564, 74, 449.46
2026-05-10T02:00:31-03:00,33,192K,p95,q8_0,q8_0,100, 24084, 24564, 75, 448.36
2026-05-10T02:00:42-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 68, 213.67
2026-05-10T02:00:52-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 62, 169.22
2026-05-10T02:01:02-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 60, 148.34
2026-05-10T02:01:13-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 61, 142.35
2026-05-10T02:01:23-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 58, 134.40
2026-05-10T02:01:33-03:00,33,192K,p95,q8_0,q8_0,99, 24122, 24564, 57, 139.24
2026-05-10T02:01:43-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 56, 132.57
2026-05-10T02:01:54-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 55, 126.87
2026-05-10T02:02:04-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 55, 126.01
2026-05-10T02:02:14-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 55, 125.65
2026-05-10T02:02:24-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 54, 124.92
2026-05-10T02:02:35-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 55, 124.61
2026-05-10T02:02:45-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 53, 119.12
2026-05-10T02:02:55-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 53, 124.00
2026-05-10T02:03:05-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 53, 118.05
2026-05-10T02:03:16-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 53, 117.71
2026-05-10T02:03:26-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 53, 123.45
2026-05-10T02:03:36-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 52, 117.41
2026-05-10T02:03:46-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 52, 121.91
2026-05-10T02:03:57-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 52, 117.11
