ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T02:12:13-03:00,35,192K,p95,turbo4,turbo4,0, 66, 24564, 56, 19.39
2026-05-10T02:12:23-03:00,35,192K,p95,turbo4,turbo4,100, 22188, 24564, 71, 448.58
2026-05-10T02:12:34-03:00,35,192K,p95,turbo4,turbo4,100, 22290, 24564, 73, 448.92
2026-05-10T02:12:44-03:00,35,192K,p95,turbo4,turbo4,100, 22376, 24564, 74, 447.64
2026-05-10T02:12:54-03:00,35,192K,p95,turbo4,turbo4,100, 22450, 24564, 74, 447.62
2026-05-10T02:13:04-03:00,35,192K,p95,turbo4,turbo4,100, 22518, 24564, 73, 446.71
2026-05-10T02:13:15-03:00,35,192K,p95,turbo4,turbo4,100, 22580, 24564, 76, 447.72
2026-05-10T02:13:25-03:00,35,192K,p95,turbo4,turbo4,100, 22638, 24564, 76, 448.58
2026-05-10T02:13:35-03:00,35,192K,p95,turbo4,turbo4,100, 22690, 24564, 76, 446.92
2026-05-10T02:13:46-03:00,35,192K,p95,turbo4,turbo4,99, 22742, 24564, 76, 446.36
2026-05-10T02:13:56-03:00,35,192K,p95,turbo4,turbo4,100, 22790, 24564, 76, 449.04
2026-05-10T02:14:06-03:00,35,192K,p95,turbo4,turbo4,99, 22836, 24564, 77, 445.48
2026-05-10T02:14:16-03:00,35,192K,p95,turbo4,turbo4,100, 22880, 24564, 76, 447.33
