ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:52:45-03:00,16,160K,p50,q8_0,turbo4,0, 66, 24564, 60, 27.75
2026-05-10T00:52:55-03:00,16,160K,p50,q8_0,turbo4,100, 21278, 24564, 73, 445.61
2026-05-10T00:53:05-03:00,16,160K,p50,q8_0,turbo4,100, 21380, 24564, 75, 448.94
2026-05-10T00:53:15-03:00,16,160K,p50,q8_0,turbo4,100, 21466, 24564, 75, 449.89
2026-05-10T00:53:26-03:00,16,160K,p50,q8_0,turbo4,100, 21540, 24564, 76, 448.86
2026-05-10T00:53:36-03:00,16,160K,p50,q8_0,turbo4,100, 21608, 24564, 76, 445.07
2026-05-10T00:53:46-03:00,16,160K,p50,q8_0,turbo4,100, 21668, 24564, 77, 447.52
2026-05-10T00:53:56-03:00,16,160K,p50,q8_0,turbo4,100, 21726, 24564, 77, 447.90
2026-05-10T00:54:07-03:00,16,160K,p50,q8_0,turbo4,100, 21780, 24564, 76, 449.98
2026-05-10T00:54:17-03:00,16,160K,p50,q8_0,turbo4,100, 21830, 24564, 77, 449.06
