ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:44:07-03:00,11,160K,p05,q8_0,q8_0,0, 66, 24564, 57, 19.40
2026-05-10T00:44:18-03:00,11,160K,p05,q8_0,q8_0,100, 22636, 24564, 72, 448.48
2026-05-10T00:44:28-03:00,11,160K,p05,q8_0,q8_0,100, 22740, 24564, 74, 448.85
2026-05-10T00:44:38-03:00,11,160K,p05,q8_0,q8_0,100, 22826, 24564, 75, 447.99
2026-05-10T00:44:48-03:00,11,160K,p05,q8_0,q8_0,100, 22900, 24564, 76, 446.66
2026-05-10T00:44:59-03:00,11,160K,p05,q8_0,q8_0,100, 22968, 24564, 76, 447.87
2026-05-10T00:45:09-03:00,11,160K,p05,q8_0,q8_0,100, 23030, 24564, 76, 447.57
2026-05-10T00:45:19-03:00,11,160K,p05,q8_0,q8_0,100, 23086, 24564, 76, 446.80
2026-05-10T00:45:29-03:00,11,160K,p05,q8_0,q8_0,100, 23140, 24564, 77, 446.01
2026-05-10T00:45:40-03:00,11,160K,p05,q8_0,q8_0,100, 23192, 24564, 76, 445.02
