ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:40:45-03:00,28,192K,p50,q8_0,turbo4,0, 66, 24564, 45, 74.73
2026-05-10T01:40:55-03:00,28,192K,p50,q8_0,turbo4,100, 22188, 24564, 64, 449.54
2026-05-10T01:41:05-03:00,28,192K,p50,q8_0,turbo4,100, 22292, 24564, 66, 447.74
2026-05-10T01:41:16-03:00,28,192K,p50,q8_0,turbo4,100, 22378, 24564, 68, 448.40
2026-05-10T01:41:26-03:00,28,192K,p50,q8_0,turbo4,100, 22454, 24564, 69, 447.21
2026-05-10T01:41:36-03:00,28,192K,p50,q8_0,turbo4,99, 22520, 24564, 71, 445.31
2026-05-10T01:41:46-03:00,28,192K,p50,q8_0,turbo4,100, 22582, 24564, 72, 449.30
2026-05-10T01:41:57-03:00,28,192K,p50,q8_0,turbo4,100, 22640, 24564, 71, 447.44
2026-05-10T01:42:07-03:00,28,192K,p50,q8_0,turbo4,100, 22694, 24564, 74, 446.32
2026-05-10T01:42:17-03:00,28,192K,p50,q8_0,turbo4,100, 22744, 24564, 74, 447.29
2026-05-10T01:42:27-03:00,28,192K,p50,q8_0,turbo4,100, 22794, 24564, 75, 449.84
2026-05-10T01:42:38-03:00,28,192K,p50,q8_0,turbo4,100, 22840, 24564, 75, 440.79
2026-05-10T01:42:48-03:00,28,192K,p50,q8_0,turbo4,100, 22902, 24564, 75, 450.00
