ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:15:59-03:00,24,192K,p25,q8_0,q8_0,0, 66, 24564, 58, 21.26
2026-05-10T01:16:10-03:00,24,192K,p25,q8_0,q8_0,100, 23820, 24564, 72, 447.91
2026-05-10T01:16:20-03:00,24,192K,p25,q8_0,q8_0,100, 23924, 24564, 74, 449.35
2026-05-10T01:16:30-03:00,24,192K,p25,q8_0,q8_0,100, 24008, 24564, 75, 449.20
2026-05-10T01:16:40-03:00,24,192K,p25,q8_0,q8_0,100, 24084, 24564, 76, 448.77
2026-05-10T01:16:51-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 70, 218.32
2026-05-10T01:17:01-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 62, 169.57
2026-05-10T01:17:11-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 60, 148.94
2026-05-10T01:17:21-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 64, 141.37
2026-05-10T01:17:32-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 58, 140.44
2026-05-10T01:17:42-03:00,24,192K,p25,q8_0,q8_0,99, 24122, 24564, 58, 139.72
2026-05-10T01:17:52-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 59, 131.33
2026-05-10T01:18:02-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 56, 132.53
2026-05-10T01:18:13-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 55, 131.67
2026-05-10T01:18:23-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 55, 131.19
2026-05-10T01:18:33-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 54, 125.40
2026-05-10T01:18:43-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 54, 121.80
2026-05-10T01:18:54-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 53, 119.53
2026-05-10T01:19:04-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 53, 118.90
2026-05-10T01:19:14-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 55, 125.11
2026-05-10T01:19:24-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 53, 123.28
2026-05-10T01:19:35-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 55, 118.06
2026-05-10T01:19:45-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 117.63
2026-05-10T01:19:55-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 53, 123.03
2026-05-10T01:20:06-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 117.41
