ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:26:08-03:00,25,192K,p25,q8_0,turbo4,0, 66, 24564, 46, 70.13
2026-05-10T01:26:18-03:00,25,192K,p25,q8_0,turbo4,99, 22188, 24564, 63, 448.56
2026-05-10T01:26:28-03:00,25,192K,p25,q8_0,turbo4,100, 22292, 24564, 66, 447.39
2026-05-10T01:26:38-03:00,25,192K,p25,q8_0,turbo4,100, 22378, 24564, 69, 449.58
2026-05-10T01:26:49-03:00,25,192K,p25,q8_0,turbo4,100, 22454, 24564, 69, 450.20
2026-05-10T01:26:59-03:00,25,192K,p25,q8_0,turbo4,100, 22520, 24564, 69, 449.36
2026-05-10T01:27:09-03:00,25,192K,p25,q8_0,turbo4,100, 22582, 24564, 71, 447.78
2026-05-10T01:27:20-03:00,25,192K,p25,q8_0,turbo4,100, 22640, 24564, 73, 448.06
2026-05-10T01:27:30-03:00,25,192K,p25,q8_0,turbo4,99, 22694, 24564, 74, 443.53
2026-05-10T01:27:40-03:00,25,192K,p25,q8_0,turbo4,100, 22744, 24564, 73, 449.69
2026-05-10T01:27:50-03:00,25,192K,p25,q8_0,turbo4,100, 22792, 24564, 75, 449.70
2026-05-10T01:28:01-03:00,25,192K,p25,q8_0,turbo4,99, 22840, 24564, 75, 444.59
2026-05-10T01:28:11-03:00,25,192K,p25,q8_0,turbo4,100, 22902, 24564, 72, 432.63
