ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:13:45-03:00,23,192K,p05,turbo4,turbo4,0, 66, 24564, 56, 19.70
2026-05-10T01:13:55-03:00,23,192K,p05,turbo4,turbo4,100, 22190, 24564, 71, 449.46
2026-05-10T01:14:06-03:00,23,192K,p05,turbo4,turbo4,100, 22292, 24564, 73, 448.63
2026-05-10T01:14:16-03:00,23,192K,p05,turbo4,turbo4,100, 22378, 24564, 74, 447.52
2026-05-10T01:14:26-03:00,23,192K,p05,turbo4,turbo4,100, 22452, 24564, 75, 448.64
2026-05-10T01:14:36-03:00,23,192K,p05,turbo4,turbo4,100, 22520, 24564, 75, 446.05
2026-05-10T01:14:47-03:00,23,192K,p05,turbo4,turbo4,100, 22582, 24564, 76, 448.00
2026-05-10T01:14:57-03:00,23,192K,p05,turbo4,turbo4,100, 22638, 24564, 76, 447.26
2026-05-10T01:15:07-03:00,23,192K,p05,turbo4,turbo4,100, 22692, 24564, 76, 447.03
2026-05-10T01:15:17-03:00,23,192K,p05,turbo4,turbo4,100, 22744, 24564, 76, 445.75
2026-05-10T01:15:28-03:00,23,192K,p05,turbo4,turbo4,100, 22792, 24564, 77, 447.62
2026-05-10T01:15:38-03:00,23,192K,p05,turbo4,turbo4,100, 22838, 24564, 77, 445.41
2026-05-10T01:15:48-03:00,23,192K,p05,turbo4,turbo4,100, 22902, 24564, 77, 450.07
