ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T00:54:28-03:00,17,160K,p75,q8_0,q8_0,0, 66, 24564, 61, 49.76
2026-05-10T00:54:38-03:00,17,160K,p75,q8_0,q8_0,100, 22638, 24564, 73, 447.48
2026-05-10T00:54:49-03:00,17,160K,p75,q8_0,q8_0,100, 22740, 24564, 75, 448.74
2026-05-10T00:54:59-03:00,17,160K,p75,q8_0,q8_0,100, 22826, 24564, 76, 447.92
2026-05-10T00:55:09-03:00,17,160K,p75,q8_0,q8_0,100, 22900, 24564, 77, 448.13
2026-05-10T00:55:20-03:00,17,160K,p75,q8_0,q8_0,100, 22968, 24564, 77, 445.54
2026-05-10T00:55:30-03:00,17,160K,p75,q8_0,q8_0,100, 23030, 24564, 77, 447.49
2026-05-10T00:55:40-03:00,17,160K,p75,q8_0,q8_0,100, 23086, 24564, 76, 448.56
2026-05-10T00:55:50-03:00,17,160K,p75,q8_0,q8_0,100, 23140, 24564, 77, 447.11
2026-05-10T00:56:01-03:00,17,160K,p75,q8_0,q8_0,100, 23192, 24564, 77, 444.15
