ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:55:22-03:00,31,192K,p75,q8_0,turbo4,0, 66, 24564, 45, 46.38
2026-05-10T01:55:32-03:00,31,192K,p75,q8_0,turbo4,100, 22190, 24564, 63, 449.31
2026-05-10T01:55:42-03:00,31,192K,p75,q8_0,turbo4,100, 22294, 24564, 66, 448.67
2026-05-10T01:55:53-03:00,31,192K,p75,q8_0,turbo4,100, 22380, 24564, 69, 446.85
2026-05-10T01:56:03-03:00,31,192K,p75,q8_0,turbo4,100, 22454, 24564, 69, 448.02
2026-05-10T01:56:13-03:00,31,192K,p75,q8_0,turbo4,100, 22522, 24564, 71, 446.29
2026-05-10T01:56:23-03:00,31,192K,p75,q8_0,turbo4,100, 22584, 24564, 72, 446.40
2026-05-10T01:56:34-03:00,31,192K,p75,q8_0,turbo4,100, 22642, 24564, 73, 448.17
2026-05-10T01:56:44-03:00,31,192K,p75,q8_0,turbo4,100, 22696, 24564, 74, 445.27
2026-05-10T01:56:54-03:00,31,192K,p75,q8_0,turbo4,100, 22746, 24564, 74, 446.61
2026-05-10T01:57:04-03:00,31,192K,p75,q8_0,turbo4,100, 22794, 24564, 75, 449.48
2026-05-10T01:57:15-03:00,31,192K,p75,q8_0,turbo4,99, 22840, 24564, 75, 445.19
2026-05-10T01:57:25-03:00,31,192K,p75,q8_0,turbo4,100, 22902, 24564, 73, 427.97
