ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:11:31-03:00,22,192K,p05,q8_0,turbo4,0, 66, 24564, 46, 63.33
2026-05-10T01:11:41-03:00,22,192K,p05,q8_0,turbo4,100, 22188, 24564, 64, 449.73
2026-05-10T01:11:51-03:00,22,192K,p05,q8_0,turbo4,100, 22292, 24564, 67, 449.13
2026-05-10T01:12:01-03:00,22,192K,p05,q8_0,turbo4,100, 22378, 24564, 69, 449.03
2026-05-10T01:12:12-03:00,22,192K,p05,q8_0,turbo4,99, 22454, 24564, 70, 448.40
2026-05-10T01:12:22-03:00,22,192K,p05,q8_0,turbo4,100, 22520, 24564, 71, 449.10
2026-05-10T01:12:32-03:00,22,192K,p05,q8_0,turbo4,100, 22582, 24564, 72, 448.01
2026-05-10T01:12:43-03:00,22,192K,p05,q8_0,turbo4,100, 22640, 24564, 73, 447.76
2026-05-10T01:12:53-03:00,22,192K,p05,q8_0,turbo4,100, 22694, 24564, 74, 446.89
2026-05-10T01:13:03-03:00,22,192K,p05,q8_0,turbo4,100, 22744, 24564, 75, 444.17
2026-05-10T01:13:13-03:00,22,192K,p05,q8_0,turbo4,100, 22792, 24564, 75, 444.98
2026-05-10T01:13:24-03:00,22,192K,p05,q8_0,turbo4,100, 22838, 24564, 76, 448.22
2026-05-10T01:13:34-03:00,22,192K,p05,q8_0,turbo4,99, 22902, 24564, 71, 436.39
