ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:42:59-03:00,29,192K,p50,turbo4,turbo4,0, 66, 24564, 56, 19.65
2026-05-10T01:43:09-03:00,29,192K,p50,turbo4,turbo4,100, 22186, 24564, 70, 449.09
2026-05-10T01:43:20-03:00,29,192K,p50,turbo4,turbo4,100, 22290, 24564, 73, 448.08
2026-05-10T01:43:30-03:00,29,192K,p50,turbo4,turbo4,100, 22376, 24564, 74, 448.48
2026-05-10T01:43:40-03:00,29,192K,p50,turbo4,turbo4,100, 22450, 24564, 75, 449.55
2026-05-10T01:43:50-03:00,29,192K,p50,turbo4,turbo4,100, 22518, 24564, 75, 448.17
2026-05-10T01:44:01-03:00,29,192K,p50,turbo4,turbo4,100, 22580, 24564, 76, 447.99
2026-05-10T01:44:11-03:00,29,192K,p50,turbo4,turbo4,100, 22636, 24564, 75, 448.33
2026-05-10T01:44:21-03:00,29,192K,p50,turbo4,turbo4,100, 22690, 24564, 74, 448.55
2026-05-10T01:44:31-03:00,29,192K,p50,turbo4,turbo4,100, 22742, 24564, 77, 449.89
2026-05-10T01:44:42-03:00,29,192K,p50,turbo4,turbo4,100, 22790, 24564, 76, 449.49
2026-05-10T01:44:52-03:00,29,192K,p50,turbo4,turbo4,100, 22836, 24564, 76, 445.46
2026-05-10T01:45:02-03:00,29,192K,p50,turbo4,turbo4,100, 22880, 24564, 76, 449.67
